:START_ID,:END_ID,:TYPE
Edifecs,Seattle,HQ_LOCATION
Citrine Informatics,SF Bay Area,HQ_LOCATION
Capital One,Washington D.C.,HQ_LOCATION
WeWork ,New York City,HQ_LOCATION
Hubilo,SF Bay Area,HQ_LOCATION
Saks.com,New York City,HQ_LOCATION
CS Disco,Austin,HQ_LOCATION
Riot Games,Los Angeles,HQ_LOCATION
Hydrow,Boston,HQ_LOCATION
Microsoft,Seattle,HQ_LOCATION
Sophos,"Oxford,Non-U.S.",HQ_LOCATION
Teladoc Health,New York City,HQ_LOCATION
Vroom,New York City,HQ_LOCATION
8x8,SF Bay Area,HQ_LOCATION
Pagaya,New York City,HQ_LOCATION
Benevity,"Calgary,Non-U.S.",HQ_LOCATION
Inspirato,Denver,HQ_LOCATION
Jumpcloud,Boulder,HQ_LOCATION
nCino,Wilmington,HQ_LOCATION
Starry,Boston,HQ_LOCATION
Hootsuite,"Vancouver,Non-U.S.",HQ_LOCATION
Clue,"Berlin,Non-U.S.",HQ_LOCATION
Addepar,SF Bay Area,HQ_LOCATION
Lightspeed Commerce,"Montreal,Non-U.S.",HQ_LOCATION
Unity,SF Bay Area,HQ_LOCATION
Britishvolt,"London,Non-U.S.",HQ_LOCATION
Clutch,"Toronto,Non-U.S.",HQ_LOCATION
Exotel,"Bengaluru,Non-U.S.",HQ_LOCATION
Unico,"Sao Paulo,Non-U.S.",HQ_LOCATION
Tul,"Bogota,Non-U.S.",HQ_LOCATION
American Robotics,Boston,HQ_LOCATION
Luxury Presence,Los Angeles,HQ_LOCATION
RingCentral,SF Bay Area,HQ_LOCATION
PagBank,"Sao Paulo,Non-U.S.",HQ_LOCATION
ShareChat,"Bengaluru,Non-U.S.",HQ_LOCATION
Gramophone,"Indore,Non-U.S.",HQ_LOCATION
ClearCo,"Toronto,Non-U.S.",HQ_LOCATION
Captain Fresh ,"Bengaluru,Non-U.S.",HQ_LOCATION
Snappy,New York City,HQ_LOCATION
BharatAgri,"Mumbai,Non-U.S.",HQ_LOCATION
Black Shark,"Shenzen,Non-U.S.",HQ_LOCATION
Ola,"Bengaluru,Non-U.S.",HQ_LOCATION
Bonterra ,Austin,HQ_LOCATION
Vial,SF Bay Area,HQ_LOCATION
Lending Club,SF Bay Area,HQ_LOCATION
SmartNews,"Tokyo,Non-U.S.",HQ_LOCATION
Skit.ai,"Bengaluru,Non-U.S.",HQ_LOCATION
Pier,"Sao Paulo,Non-U.S.",HQ_LOCATION
Blockchain.com,"London,Non-U.S.",HQ_LOCATION
Greenlight,Atlanta,HQ_LOCATION
Cashfree Payments,Bengaluru,HQ_LOCATION
Mapbox,Washington D.C.,HQ_LOCATION
Definitive Healthcare,Boston,HQ_LOCATION
Akili Labs,Baltimore,HQ_LOCATION
Career Karma,SF Bay Area,HQ_LOCATION
Flexport,SF Bay Area,HQ_LOCATION
Qualtrics,Salt Lake City,HQ_LOCATION
Verily,SF Bay Area,HQ_LOCATION
Tipalti,SF Bay Area,HQ_LOCATION
Jumio,SF Bay Area,HQ_LOCATION
CoinDCX,Mumbai,HQ_LOCATION
HashiCorp,SF Bay Area,HQ_LOCATION
Embark,Boston,HQ_LOCATION
Intrinsic,SF Bay Area,HQ_LOCATION
Citizen,New York City,HQ_LOCATION
Coinbase,SF Bay Area,HQ_LOCATION
Informatica,SF Bay Area,HQ_LOCATION
Blend,SF Bay Area,HQ_LOCATION
Till Payments,"Sydney,Non-U.S.",HQ_LOCATION
ConsenSys,New York City,HQ_LOCATION
ForeScout,SF Bay Area,HQ_LOCATION
Thinkific,"Vancouver,Non-U.S.",HQ_LOCATION
LEAD,"Mumbai,Non-U.S.",HQ_LOCATION
Parler,Nashville,HQ_LOCATION
GoBolt,"Toronto,Non-U.S.",HQ_LOCATION
Relevel,"Bengaluru,Non-U.S.",HQ_LOCATION
StreamElements,"Tel Aviv,Non-U.S.",HQ_LOCATION
Fate Therapeutics,San Diego,HQ_LOCATION
Minute Media,"London,Non-U.S.",HQ_LOCATION
WalkMe,SF Bay Area,HQ_LOCATION
Huobi,"Beijing,Non-U.S.",HQ_LOCATION
Carbon Health,SF Bay Area,HQ_LOCATION
Bounce,"Bengaluru,Non-U.S.",HQ_LOCATION
Cue,San Diego,HQ_LOCATION
SoundHound,SF Bay Area,HQ_LOCATION
Socure,Reno,HQ_LOCATION
Genesis,New York City,HQ_LOCATION
Moglix,Singapore,HQ_LOCATION
Twitter,SF Bay Area,HQ_LOCATION
Everlane,SF Bay Area,HQ_LOCATION
Pecan AI,"Tel Aviv,Non-U.S.",HQ_LOCATION
Personetics,New York City,HQ_LOCATION
Twine Solutions ,"Tel Aviv,Non-U.S.",HQ_LOCATION
UpScalio,Gurugram,HQ_LOCATION
Amazon,Seattle,HQ_LOCATION
Salesforce,SF Bay Area,HQ_LOCATION
Astronomer,Cincinnati,HQ_LOCATION
Kaltura,New York City,HQ_LOCATION
Augury,New York City,HQ_LOCATION
Pegasystems,Boston,HQ_LOCATION
Uniphore,SF Bay Area,HQ_LOCATION
Harappa,"New Delhi,Non-U.S.",HQ_LOCATION
Amdocs,St. Louis,HQ_LOCATION
PayU,"Amsterdam,Non-U.S.",HQ_LOCATION
Willow,"Sydney,Non-U.S.",HQ_LOCATION
Back Market,"Paris,Non-U.S.",HQ_LOCATION
Zoopla,"London,Non-U.S.",HQ_LOCATION
Qualcomm,San Diego,HQ_LOCATION
TuSimple,San Diego,HQ_LOCATION
Chope,"Singapore,Non-U.S.",HQ_LOCATION
Briza,"Toronto,Non-U.S.",HQ_LOCATION
Homebot,Denver,HQ_LOCATION
Tomorrow,"Hamburg,Non-U.S.",HQ_LOCATION
Revelate,"Montreal,Non-U.S.",HQ_LOCATION
BigCommerce,Austin,HQ_LOCATION
Freshworks,SF Bay Area,HQ_LOCATION
LeafLink,New York City,HQ_LOCATION
Workmotion,"Berlin,Non-U.S.",HQ_LOCATION
JD.ID,"Jakarta,Non-U.S.",HQ_LOCATION
GoStudent,"Vienna,Non-U.S.",HQ_LOCATION
Quanergy Systems,SF Bay Area,HQ_LOCATION
Headspace,Los Angeles,HQ_LOCATION
ChowNow,Los Angeles,HQ_LOCATION
Thumbtack,SF Bay Area,HQ_LOCATION
Edgio,Phoenix,HQ_LOCATION
Komodo Health,SF Bay Area,HQ_LOCATION
Viant,Los Angeles,HQ_LOCATION
Pluralsight,Salt Lake City,HQ_LOCATION
Freshly,Phoenix,HQ_LOCATION
Balto,St. Louis,HQ_LOCATION
Outschool,SF Bay Area,HQ_LOCATION
Xentral,"Munich,Non-U.S.",HQ_LOCATION
Playtika,"Tel Aviv,Non-U.S.",HQ_LOCATION
Share Now,"Berlin,Non-U.S.",HQ_LOCATION
Alice,"Sao Paulo,Non-U.S.",HQ_LOCATION
Primer,"London,Non-U.S.",HQ_LOCATION
OneFootball,"Berlin,Non-U.S.",HQ_LOCATION
C2FO,Kansas City,HQ_LOCATION
Airtable,SF Bay Area,HQ_LOCATION
Swiggy,"Bengaluru,Non-U.S.",HQ_LOCATION
Glints,"Singapore,Non-U.S.",HQ_LOCATION
Buser,"Sao Paulo,Non-U.S.",HQ_LOCATION
BlackLine,Los Angeles,HQ_LOCATION
Chrono24,"Karlsruhe,Non-U.S.",HQ_LOCATION
Otonomo,"Tel Aviv,Non-U.S.",HQ_LOCATION
TechTarget,Boston,HQ_LOCATION
Inscripta,Boulder,HQ_LOCATION
CyCognito,SF Bay Area,HQ_LOCATION
Armis,SF Bay Area,HQ_LOCATION
Vedantu,"Bengaluru,Non-U.S.",HQ_LOCATION
Loft,"Sao Paulo,Non-U.S.",HQ_LOCATION
Plaid,SF Bay Area,HQ_LOCATION
Motive,SF Bay Area,HQ_LOCATION
Recur Forever,Miami,HQ_LOCATION
Relativity,Chicago,HQ_LOCATION
Voi,"Stockholm,Non-U.S.",HQ_LOCATION
Integral Ad Science,New York City,HQ_LOCATION
Houzz,SF Bay Area,HQ_LOCATION
Grover,"Berlin,Non-U.S.",HQ_LOCATION
Lev,New York City,HQ_LOCATION
Lithic,New York City,HQ_LOCATION
Doma,SF Bay Area,HQ_LOCATION
Intel,SF Bay Area,HQ_LOCATION
BuzzFeed,New York City,HQ_LOCATION
Weedmaps,Los Angeles,HQ_LOCATION
Adobe,SF Bay Area,HQ_LOCATION
Chipper Cash,SF Bay Area,HQ_LOCATION
Stash,New York City,HQ_LOCATION
Perimeter 81,"Tel Aviv,Non-U.S.",HQ_LOCATION
Koinly,"London,Non-U.S.",HQ_LOCATION
Bridgit,"Waterloo,Non-U.S.",HQ_LOCATION
Swyftx,"Brisbane,Non-U.S.",HQ_LOCATION
Aqua Security,Boston,HQ_LOCATION
DataRails,"Tel Aviv,Non-U.S.",HQ_LOCATION
OYO,"Gurugram,Non-U.S.",HQ_LOCATION
HealthifyMe,Bengaluru,HQ_LOCATION
Cognyte,"Tel Aviv,Non-U.S.",HQ_LOCATION
ShareChat,"Bengaluru,Non-U.S.",HQ_LOCATION
Polly,Burlington,HQ_LOCATION
Carousell,"Singapore,Non-U.S.",HQ_LOCATION
Bizzabo,New York City,HQ_LOCATION
BloomTech,SF Bay Area,HQ_LOCATION
Netlify,SF Bay Area,HQ_LOCATION
Springbig,Miami,HQ_LOCATION
DoorDash,SF Bay Area,HQ_LOCATION
Kraken,SF Bay Area,HQ_LOCATION
Happy Money,Los Angeles,HQ_LOCATION
Ula,"Jakarta,Non-U.S.",HQ_LOCATION
Wonder,New York City,HQ_LOCATION
StudySmarter,"Berlin,Non-U.S.",HQ_LOCATION
Grin,Sacramento,HQ_LOCATION
Ualá,"Buenos Aires,Non-U.S.",HQ_LOCATION
Teachmint,"Bengaluru,Non-U.S.",HQ_LOCATION
Etermax,"Buenos Aires,Non-U.S.",HQ_LOCATION
Thread,"London,Non-U.S.",HQ_LOCATION
Bitso,"Mexico City,Non-U.S.",HQ_LOCATION
Lyst,"London,Non-U.S.",HQ_LOCATION
CoinJar,"Melbourne,Non-U.S.",HQ_LOCATION
Infarm,"Berlin,Non-U.S.",HQ_LOCATION
Wildlife Studios,"Sao Paulo,Non-U.S.",HQ_LOCATION
Hirect,"Bengaluru,Non-U.S.",HQ_LOCATION
ApplyBoard,"Waterloo,Non-U.S.",HQ_LOCATION
Ajaib,"Jakarta,Non-U.S.",HQ_LOCATION
Candy Digital,New York City,HQ_LOCATION
ResearchGate,"Berlin,Non-U.S.",HQ_LOCATION
VerSe Innovation,"Bengaluru,Non-U.S.",HQ_LOCATION
Carwow,"London,Non-U.S.",HQ_LOCATION
Vendease,"Lagos,Non-U.S.",HQ_LOCATION
Lemon,"Buenos Aires,Non-U.S.",HQ_LOCATION
Quidax,"Lagos,Non-U.S.",HQ_LOCATION
Western Digital,SF Bay Area,HQ_LOCATION
SIRCLO,"Jakarta,Non-U.S.",HQ_LOCATION
Trax,"Singapore,Non-U.S.",HQ_LOCATION
Jumia,"Lagos,Non-U.S.",HQ_LOCATION
Kitopi,"Dubai,Non-U.S.",HQ_LOCATION
Zomato,"Gurugram,Non-U.S.",HQ_LOCATION
Carvana,Phoenix,HQ_LOCATION
Nuro,SF Bay Area,HQ_LOCATION
Synthego,SF Bay Area,HQ_LOCATION
Splyt,"London,Non-U.S.",HQ_LOCATION
Roku,SF Bay Area,HQ_LOCATION
Orchard,New York City,HQ_LOCATION
Homepoint,Phoenix,HQ_LOCATION
Juni,"Gothenburg,Non-U.S.",HQ_LOCATION
Chili Piper,New York City,HQ_LOCATION
Capitolis,New York City,HQ_LOCATION
TealBook,"Toronto,Non-U.S.",HQ_LOCATION
Koho,"Toronto,Non-U.S.",HQ_LOCATION
&Open,"Dublin,Non-U.S.",HQ_LOCATION
Amazon,Seattle,HQ_LOCATION
Cisco,SF Bay Area,HQ_LOCATION
Twiga,"Nairobi,Non-U.S.",HQ_LOCATION
Wayflyer,"Dublin,Non-U.S.",HQ_LOCATION
SimilarWeb,New York City,HQ_LOCATION
Salsify,Boston,HQ_LOCATION
Lokalise,Dover,HQ_LOCATION
Yotpo,New York City,HQ_LOCATION
Pear Therapeutics,Boston,HQ_LOCATION
UiPath,New York City,HQ_LOCATION
Asana,SF Bay Area,HQ_LOCATION
OwnBackup,New York City,HQ_LOCATION
Deliveroo Australia,"Melbourne,Victoria",HQ_LOCATION
Productboard,SF Bay Area,HQ_LOCATION
Properly,"Toronto,Non-U.S.",HQ_LOCATION
Protocol,SF Bay Area,HQ_LOCATION
Jimdo,"Hamburg,Non-U.S.",HQ_LOCATION
The Zebra,Austin,HQ_LOCATION
Viber,"Luxembourg,Non-U.S.",HQ_LOCATION
CaptivateIQ,SF Bay Area,HQ_LOCATION
Illumina,San Diego,HQ_LOCATION
Sema4,Stamford,HQ_LOCATION
iFit,Logan,HQ_LOCATION
Ribbon,New York City,HQ_LOCATION
Pipedrive,"Tallinn,Non-U.S.",HQ_LOCATION
Intercom,SF Bay Area,HQ_LOCATION
Science 37 ,Los Angeles,HQ_LOCATION
Pear Therapeutics,Boston,HQ_LOCATION
Cardlytics,Atlanta,HQ_LOCATION
Cloudinary,SF Bay Area,HQ_LOCATION
Nestcoin,"Lagos,Non-U.S.",HQ_LOCATION
Gokada,"Lagos,Non-U.S.",HQ_LOCATION
Veev,SF Bay Area,HQ_LOCATION
Forto,"Berlin,Non-U.S.",HQ_LOCATION
GoTo Group,"Jakarta,Non-U.S.",HQ_LOCATION
Juul,SF Bay Area,HQ_LOCATION
Blend,SF Bay Area,HQ_LOCATION
InfluxData,SF Bay Area,HQ_LOCATION
Coinbase,SF Bay Area,HQ_LOCATION
SoundHound,SF Bay Area,HQ_LOCATION
Wistia,Boston,HQ_LOCATION
Ocavu,Lehi,HQ_LOCATION
Meta,SF Bay Area,HQ_LOCATION
Redfin,Seattle,HQ_LOCATION
Flyhomes,Seattle,HQ_LOCATION
AvantStay,Los Angeles,HQ_LOCATION
Root Insurance,Columbus,HQ_LOCATION
Liftoff,SF Bay Area,HQ_LOCATION
Cameo,Chicago,HQ_LOCATION
Plum,"Bengaluru,Non-U.S.",HQ_LOCATION
Kabam,SF Bay Area,HQ_LOCATION
HighRadius,"Bengaluru,Non-U.S.",HQ_LOCATION
Namogoo,"Tel Aviv,Non-U.S.",HQ_LOCATION
EverBridge,Boston,HQ_LOCATION
Repertoire Immune Medicines,Boston,HQ_LOCATION
Salesforce,SF Bay Area,HQ_LOCATION
Unacademy,"Bengaluru,Non-U.S.",HQ_LOCATION
Zendesk,SF Bay Area,HQ_LOCATION
Dock,"Sao Paulo,Non-U.S.",HQ_LOCATION
Varonis,New York City,HQ_LOCATION
Brainly,"Krakow,Non-U.S.",HQ_LOCATION
Twitter,SF Bay Area,HQ_LOCATION
Udaan,"Bengaluru,Non-U.S.",HQ_LOCATION
Planetly,"Berlin,Non-U.S.",HQ_LOCATION
KoinWorks,"Jakarta,Non-U.S.",HQ_LOCATION
Exodus,Nebraska City,HQ_LOCATION
Stripe,SF Bay Area,HQ_LOCATION
Lyft,SF Bay Area,HQ_LOCATION
LendingTree,Charlotte,HQ_LOCATION
Pleo,"Copenhagen,Non-U.S.",HQ_LOCATION
Delivery Hero,"Berlin,Non-U.S.",HQ_LOCATION
Shippo,SF Bay Area,HQ_LOCATION
Opendoor,SF Bay Area,HQ_LOCATION
Chime,SF Bay Area,HQ_LOCATION
Chargebee,SF Bay Area,HQ_LOCATION
Dapper Labs,"Vancouver,Non-U.S.",HQ_LOCATION
Checkmarx,"Tel Aviv,Non-U.S.",HQ_LOCATION
Smava,"Berlin,Non-U.S.",HQ_LOCATION
Iron Ox,SF Bay Area,HQ_LOCATION
Digital Currency Gruop,Stamford,HQ_LOCATION
Argo AI,SF Bay Area,HQ_LOCATION
Booking.com,Grand Rapids,HQ_LOCATION
Oracle,SF Bay Area,HQ_LOCATION
Upstart,SF Bay Area,HQ_LOCATION
Gem,SF Bay Area,HQ_LOCATION
Oda,"Oslo,Non-U.S.",HQ_LOCATION
Oda,"Oslo,Non-U.S.",HQ_LOCATION
Oda,"Oslo,Non-U.S.",HQ_LOCATION
Hootsuite,"Vancouver,Non-U.S.",HQ_LOCATION
Drop,"Toronto,Non-U.S.",HQ_LOCATION
Tapps Games,"Sao Paulo,Non-U.S.",HQ_LOCATION
Kry,"Stockholm,Non-U.S.",HQ_LOCATION
Notarize,Boston,HQ_LOCATION
EquityZen,New York City,HQ_LOCATION
Equitybee,SF Bay Area,HQ_LOCATION
Dukaan,"Bengaluru,Non-U.S.",HQ_LOCATION
Amazon,Seattle,HQ_LOCATION
Fifth Season,Pittsburgh,HQ_LOCATION
Advata,Seattle,HQ_LOCATION
RenoRun,"Montreal,Non-U.S.",HQ_LOCATION
Recharge,Los Angeles,HQ_LOCATION
Lattice,SF Bay Area,HQ_LOCATION
MindBody,San Luis Obispo,HQ_LOCATION
Zillow,Seattle,HQ_LOCATION
Cybereason,Boston,HQ_LOCATION
Argo AI,Pittsburgh,HQ_LOCATION
GoFundMe,SF Bay Area,HQ_LOCATION
Fundbox,SF Bay Area,HQ_LOCATION
Embroker,SF Bay Area,HQ_LOCATION
Vee,"Tel Aviv,Non-U.S.",HQ_LOCATION
Philips,"Amsterdam,Non-U.S.",HQ_LOCATION
Cerebral,SF Bay Area,HQ_LOCATION
Snyk,Boston,HQ_LOCATION
McMakler,"Berlin,Non-U.S.",HQ_LOCATION
Unico,"Sao Paulo,Non-U.S.",HQ_LOCATION
OrCam,"Jerusalem,Non-U.S.",HQ_LOCATION
Antidote Health,"Tel Aviv,Non-U.S.",HQ_LOCATION
Khoros,Austin,HQ_LOCATION
F5,Seattle,HQ_LOCATION
Elinvar,"Berlin,Non-U.S.",HQ_LOCATION
Synapsica,"New Delhi,Non-U.S.",HQ_LOCATION
Hotmart,"Belo Horizonte,Non-U.S.",HQ_LOCATION
Zeus Living,SF Bay Area,HQ_LOCATION
Loom,SF Bay Area,HQ_LOCATION
Sales Boomerang,Baltimore,HQ_LOCATION
Gopuff,Philadelphia,HQ_LOCATION
AtoB,SF Bay Area,HQ_LOCATION
InfoSum,"London,Non-U.S.",HQ_LOCATION
Faire,SF Bay Area,HQ_LOCATION
Leafly,Seattle,HQ_LOCATION
Ada Health,"Berlin,Non-U.S.",HQ_LOCATION
Tiendanube,Buenos Aires,HQ_LOCATION
Flipboard,SF Bay Area,HQ_LOCATION
Clear Capital,Reno,HQ_LOCATION
Beyond Meat,Los Angeles,HQ_LOCATION
Salesforce,SF Bay Area,HQ_LOCATION
Playdots,New York City,HQ_LOCATION
Byju's,"Bengaluru,Non-U.S.",HQ_LOCATION
6sense,SF Bay Area,HQ_LOCATION
Sinch,"Stockholm,Non-U.S.",HQ_LOCATION
FrontRow,"Bengaluru,Non-U.S.",HQ_LOCATION
Noom,New York City,HQ_LOCATION
MX,Lehi,HQ_LOCATION
Brex,SF Bay Area,HQ_LOCATION
Pacaso,SF Bay Area,HQ_LOCATION
Sketch,"The Hague,Non-U.S.",HQ_LOCATION
Udacity,SF Bay Area,HQ_LOCATION
Linkfire,"Copenhagen,Non-U.S.",HQ_LOCATION
HelloFresh,SF Bay Area,HQ_LOCATION
Momentive,SF Bay Area,HQ_LOCATION
Pavilion Data,SF Bay Area,HQ_LOCATION
Redesign Health,New York City,HQ_LOCATION
BioMarin,SF Bay Area,HQ_LOCATION
Rev.com,Austin,HQ_LOCATION
Crypto.com,"Singapore,Non-U.S.",HQ_LOCATION
Peloton,New York City,HQ_LOCATION
Landing,Birmingham,HQ_LOCATION
Turnitin,SF Bay Area,HQ_LOCATION
Impossible Foods,SF Bay Area,HQ_LOCATION
Built In,Chicago,HQ_LOCATION
8x8,SF Bay Area,HQ_LOCATION
Homie,Salt Lake City,HQ_LOCATION
WazirX,"Mumbai,Non-U.S.",HQ_LOCATION
Spin,SF Bay Area,HQ_LOCATION
Westwing,"Munich,Non-U.S.",HQ_LOCATION
Mux,SF Bay Area,HQ_LOCATION
DocuSign,SF Bay Area,HQ_LOCATION
Divvy Homes,SF Bay Area,HQ_LOCATION
Konfio,"Mexico City,Non-U.S.",HQ_LOCATION
Moss,"Berlin,Non-U.S.",HQ_LOCATION
Foxtrot,Chicago,HQ_LOCATION
Truiloo,"Vancouver,Non-U.S.",HQ_LOCATION
NYDIG,New York City,HQ_LOCATION
Klarna,"Stockholm,Non-U.S.",HQ_LOCATION
Kitty Hawk,SF Bay Area,HQ_LOCATION
Compass,New York City,HQ_LOCATION
Curative,Los Angeles,HQ_LOCATION
Ada,"Toronto,Non-U.S.",HQ_LOCATION
99,"Sao Paulo,Non-U.S.",HQ_LOCATION
Ola,"Bengaluru,Non-U.S.",HQ_LOCATION
Vesalius Therapeutics,Boston,HQ_LOCATION
Clear,"Bengaluru,Non-U.S.",HQ_LOCATION
TrueLayer,"London,Non-U.S.",HQ_LOCATION
LivePerson,New York City,HQ_LOCATION
Acast,"Stockholm,Non-U.S.",HQ_LOCATION
